Country,risk_score,risk_level
Japan,-180.53355629550003,Low
Germany,1283.6034014306001,Medium
Brazil,-1136.0949292089,Low
China,3332.6089275221007,High
Japan,1322.3664080369006,Medium
India,1.8019508913000664,Low
Germany,1436.1508460776,Medium
UK,2182.9862022737,High
USA,2860.3698956138005,High
China,2142.5386696308,High
UK,1836.6781522740002,Medium
USA,174.8348707186001,Low
Germany,-261.4729772475,Low
Canada,555.1179701474998,Low
Canada,2294.3101647826998,High
India,-402.07120232299974,Low
Australia,1783.6484794376,Medium
Japan,865.3213733903001,Medium
USA,1513.6655066378999,Medium
Japan,-526.902131158,Low
Canada,3471.2190054693,High
Canada,2105.4123573828,High
France,1494.9551008402,Medium
USA,1168.7488150814002,Medium
Australia,3378.8730176617996,High
Japan,2858.9668027013004,High
China,395.1381801669001,Low
USA,2064.6770835704,High
Brazil,1886.5494034859005,Medium
Japan,-1418.0328494983999,Low
UK,3541.1993481179006,High
India,379.7858499644001,Low
USA,608.4844537450999,Medium
France,2179.4431552214,High
USA,3136.2512105783,High
France,-98.91020757809986,Low
USA,1798.0434398056002,Medium
Brazil,1176.0433367961002,Medium
Brazil,973.9231242591999,Medium
Japan,2487.3902220840996,High
Germany,1815.3905703639,Medium
Brazil,2173.0116305334004,High
Canada,2446.3211688038004,High
Canada,-73.34711709839985,Low
China,1976.1963528385002,High
Canada,2938.2109392791003,High
China,3378.806702097,High
UK,2229.6935336475003,High
USA,-205.8842484672,Low
Brazil,1918.2952704808,High
Japan,-799.6967314008,Low
Canada,2798.2051263724006,High
Germany,-81.59168665389984,Low
Brazil,45.69801756440029,Low
Brazil,1471.9365625814,Medium
France,1605.6466269881003,Medium
UK,670.6366104515002,Medium
Japan,478.31048742100006,Low
Germany,780.5292491537999,Medium
UK,631.6466382586004,Medium
Brazil,3349.5929204486,High
Canada,2001.5938163735007,High
Germany,147.86185122120008,Low
UK,399.3354657676001,Low
France,3727.4761861303004,High
Australia,1093.9136130301,Medium
Japan,1571.8146666114,Medium
France,-192.1718839488999,Low
Brazil,2190.3186908892003,High
Canada,-592.3282885428,Low
China,2290.0924401737,High
UK,1168.7427513773005,Medium
Germany,2910.2863778073,High
USA,955.8653374513999,Medium
Germany,-445.7885594958999,Low
India,97.43522097760007,Low
Germany,491.0135435179002,Low
India,-698.1865075884,Low
Germany,2720.4425285083003,High
Germany,2735.508090242901,High
China,2369.8861023365007,High
UK,1750.4967009547004,Medium
Australia,1656.9700843743003,Medium
USA,2117.501567632,High
Brazil,2855.4120603759006,High
Japan,-1089.6476594204998,Low
USA,2120.8604661782006,High
Japan,1731.5087848042003,Medium
USA,3409.0804918,High
India,641.3129578454001,Medium
Japan,911.2805798952,Medium
France,1914.7511120442002,High
Australia,1282.5178345688998,Medium
China,1242.5458449196,Medium
UK,-128.33217381779968,Low
Canada,-727.5858055727,Low
Japan,-703.6876919004998,Low
France,544.0012822378001,Low
China,1413.5964574543004,Medium
India,941.6932196774001,Medium
China,2590.1382686569004,High
France,1948.0956331383998,High
UK,1720.5668372148,Medium
Canada,478.1140138971999,Low
Japan,1878.5507943790005,Medium
India,2923.5081202429,High
India,27.926733022500002,Low
Germany,792.0887173155,Medium
Australia,3119.9492322813,High
UK,220.19460489280016,Low
Brazil,1309.9451385321,Medium
Brazil,3052.6776936282004,High
France,2118.8155559526,High
France,3012.1796584002004,High
Australia,231.39761975349995,Low
Germany,2059.343038026,High
India,281.9356149217001,Low
Brazil,12.89989468679994,Low
France,1536.7721392100998,Medium
Germany,2795.9895800720005,High
USA,1958.4765816899003,High
Germany,3340.4557212598997,High
France,-422.44863704459976,Low
China,2103.0057938095,High
USA,1719.7612487365,Medium
India,786.6217636882,Medium
France,38.506665546700106,Low
USA,2567.9288983852,High
France,373.1654934848002,Low
USA,3159.2879289637003,High
USA,672.5898206058001,Medium
France,650.9008727108003,Medium
USA,2129.9700533352,High
Australia,-701.1787704827,Low
India,1428.0583483605003,Medium
Australia,2771.8385599573007,High
UK,4.430846895299965,Low
UK,3841.4619776381,High
Japan,1088.5104469650003,Medium
Canada,1185.9419687208,Medium
USA,238.03539810490003,Low
Australia,2061.4012815610004,High
USA,446.66851271580003,Low
UK,-314.7394517598,Low
Canada,1731.8583036247005,Medium
USA,515.3238173571001,Low
UK,2969.0313600140003,High
China,426.0879725548,Low
Canada,-685.461426948,Low
China,2111.0404651916006,High
Canada,2418.6113297108,High
India,890.0218196461001,Medium
Japan,1426.4953441886003,Medium
China,2329.035718479,High
USA,2221.7857472092,High
USA,-909.0292385180996,Low
Germany,1492.4499300815,Medium
UK,2738.1813713176,High
China,-164.6541409655997,Low
India,-448.757654033,Low
USA,3075.2912467577,High
China,1736.7669090781,Medium
USA,2861.4567777606007,High
Japan,1284.9328895488,Medium
Japan,131.34329298910006,Low
France,-230.63757793129992,Low
China,3093.0493622756,High
Germany,2421.0027485011,High
Canada,1477.2083142374001,Medium
Japan,1928.3179775062004,High
UK,2709.3068823984004,High
UK,3488.3561418445006,High
Canada,659.6642419031002,Medium
Japan,-761.8915386680999,Low
Japan,1224.12207685,Medium
Japan,875.5306661983,Medium
Germany,1237.1525580254997,Medium
Canada,2750.4338758336,High
Japan,452.55896730739994,Low
UK,494.8183118433003,Low
France,-124.32531366050011,Low
USA,2954.6835377523007,High
Australia,1058.0317538328998,Medium
Germany,3078.5428933022,High
USA,-439.6850718403,Low
Brazil,1062.2903188323,Medium
Japan,2004.7888557146,High
Germany,2584.7018849012,High
UK,1339.8962231181001,Medium
Brazil,2130.0799195602003,High
Brazil,2848.2388744709,High
Australia,-199.50819541779993,Low
Australia,858.6175144197002,Medium
Brazil,1681.0411377911,Medium
Japan,1359.2963857263,Medium
Australia,3732.9500659073,High
UK,71.71694031820016,Low
India,1301.9804714737002,Medium
Australia,-953.5824182704998,Low
France,2306.6211114631005,High
France,1787.0788273658002,Medium
Australia,3302.5715353657,High
USA,1859.5238707736005,Medium
India,435.2675524837,Low
China,1745.6406885133003,Medium
USA,1065.3178632507002,Medium
Germany,3422.2116743646006,High
India,2154.8376336353003,High
China,758.5137271707001,Medium
Canada,1927.4847907176004,High
Germany,335.8843832437001,Low
Australia,1623.1363113436003,Medium
France,-170.58274035589994,Low
USA,774.299431012,Medium
France,250.41603492030004,Low
Brazil,1527.8353352486,Medium
Germany,2229.6463311165,High
Canada,1837.8753618913001,Medium
Japan,1214.9603603697,Medium
China,2354.5473843862,High
Brazil,1011.9334656524002,Medium
Brazil,1111.3927236878,Medium
Germany,331.14328074360003,Low
USA,2649.0780693388006,High
Japan,-199.75656201649986,Low
Japan,-1125.8162022354,Low
France,1910.0539189568003,High
Japan,489.17111143550005,Low
Brazil,2356.8379728512004,High
China,3576.0832077325003,High
UK,1165.1798407202002,Medium
Canada,-632.1123343697001,Low
Brazil,78.86493938940009,Low
India,-726.2779341348999,Low
Germany,-115.1003015499,Low
Brazil,1544.6398808870003,Medium
Australia,2482.2616071991997,High
Brazil,381.2594627128001,Low
Canada,1976.8465862861,High
Japan,2281.2463702521,High
Australia,-866.4381119047999,Low
USA,1624.4259227174002,Medium
China,946.1291657219001,Medium
France,1652.6775666775004,Medium
Canada,2040.8065773731,High
Brazil,1772.3263811889005,Medium
France,3277.7015821888003,High
Germany,364.7402056740002,Low
Canada,1233.2977288844002,Medium
Japan,2505.7033303075004,High
Germany,271.69031879930003,Low
France,954.8804868343002,Medium
China,-721.4754136755,Low
Brazil,2492.9434872788006,High
France,1750.2686184555002,Medium
Brazil,221.5125491663,Low
UK,1584.8391257670005,Medium
UK,2688.2931397169004,High
India,2540.6790467169,High
France,1881.7255613098002,Medium
USA,3368.0949835816004,High
Brazil,1392.1337216698005,Medium
China,-1051.1471647580001,Low
India,631.4075154121001,Medium
Brazil,-283.0610830592999,Low
Australia,483.70672243260015,Low
USA,-296.0441253476997,Low
France,-393.4005097029001,Low
Canada,469.6451656048001,Low
India,-1042.2713046126999,Low
UK,0.753744755000298,Low
Germany,-139.63736461919996,Low
Japan,103.40458712090006,Low
China,310.09076116100005,Low
Japan,2680.1535472839005,High
Canada,960.9578037287001,Medium
India,1457.0752118886,Medium
USA,-201.12252474940004,Low
USA,1212.2672657950002,Medium
Japan,697.2997572397,Medium
UK,-334.34003323229996,Low
Australia,934.7389947642,Medium
Germany,2220.7319058229,High
Brazil,960.5437457863,Medium
India,628.8917556231002,Medium
China,-253.55914395050013,Low
Japan,-391.7458949884998,Low
Australia,3014.7587393462,High
UK,1752.0224219195002,Medium
France,543.8917836519,Low
China,237.92998343770023,Low
France,1244.7442378112003,Medium
Japan,787.3131613320998,Medium
Canada,2254.1306725379004,High
Japan,592.3106041734002,Medium
USA,772.0410881069,Medium
Japan,1191.2060188176004,Medium
Canada,1589.8137677069003,Medium
Canada,1325.7468407439,Medium
Brazil,1649.9455112969001,Medium
Germany,3094.6741190278003,High
USA,1685.9216058570998,Medium
Japan,3412.311641512,High
India,1972.9189467600002,High
Japan,2882.3243896173008,High
China,1648.1693586608,Medium
UK,2248.3382773116,High
China,-149.9207692795,Low
Canada,2785.5834478700003,High
France,776.5628556487001,Medium
China,2477.6854666648005,High
India,416.5773903690001,Low
China,1703.5602303739004,Medium
India,3064.9858575591006,High
China,1505.1447200546002,Medium
Australia,490.09025992730017,Low
USA,1603.7405272911005,Medium
China,176.0479619209002,Low
Brazil,3116.5923225561005,High
India,1730.1312684518998,Medium
China,205.61435300050005,Low
France,1012.4937824241001,Medium
India,1246.2851827869,Medium
USA,142.78042769710004,Low
Japan,-504.02236053499985,Low
India,1393.1153750393,Medium
Germany,3082.9853775090005,High
UK,1426.2540866888003,Medium
USA,2660.9071513641,High
Germany,2208.8763921156,High
UK,-217.72450965220008,Low
Germany,-98.76710574359981,Low
India,1950.8571066378,High
USA,1302.1938454914,Medium
Germany,2851.9013479423,High
India,487.8244084643002,Low
Japan,1270.9258013120002,Medium
Australia,1136.7032488453,Medium
Germany,518.2879030607002,Low
China,319.63068597650005,Low
Brazil,2241.2302168063,High
China,1407.7197098908,Medium
Japan,1606.6385731472,Medium
Canada,3322.7144262532,High
UK,-1204.8151978641,Low
Germany,189.05718237719998,Low
USA,2357.2541279068,High
UK,-842.3286391962,Low
Australia,-1354.2754838027,Low
Canada,1871.7503368931,Medium
Germany,569.9824515555001,Low
Australia,2269.9930243231,High
Brazil,1974.6607267109002,High
India,765.6162910595001,Medium
Brazil,2858.5016160380005,High
Germany,868.7918724283002,Medium
UK,-4.6104109877999235,Low
USA,26.07712392499991,Low
Germany,139.58737882320014,Low
India,3294.3343501694,High
Australia,-409.2151001249998,Low
Canada,2371.8041941982005,High
China,1664.0243572637003,Medium
Brazil,1463.4999420877004,Medium
Brazil,-1194.3611246105,Low
France,-170.0844786975,Low
China,1927.7968167955,High
Australia,3155.3390858006,High
Australia,3279.635316644,High
France,1202.4878604329006,Medium
China,656.5059545913999,Medium
Germany,1939.3859165008,High
UK,1951.7872727425001,High
Australia,1956.3614778792003,High
China,503.36090016699995,Low
Australia,288.7229702100001,Low
UK,3099.875844372,High
France,-906.7734278598,Low
India,-690.6068371304999,Low
India,1097.6763909165002,Medium
India,2056.1053459851,High
Brazil,1111.7209852029,Medium
France,2580.1333108232,High
Brazil,1086.4809102257004,Medium
China,-145.94653320019995,Low
Germany,452.4825808488,Low
France,3265.183864199,High
China,1921.2247001714004,High
USA,1492.2870392195,Medium
France,260.7523279538,Low
Japan,-258.51396662369996,Low
Japan,-1413.8450003235,Low
India,1717.1662013072003,Medium
Brazil,1262.1963946178003,Medium
UK,1258.2181676372002,Medium
USA,447.65789168560036,Low
Australia,2787.7948610574,High
India,1724.5095083528004,Medium
India,1428.4986570658,Medium
Japan,122.56501166580006,Low
Japan,-810.2354443992999,Low
Germany,-677.3962265947998,Low
India,2486.0866861092004,High
Japan,1820.29273396,Medium
France,472.63882429450007,Low
UK,1457.2872992209,Medium
Japan,1995.8240780083006,High
Japan,-1060.1754284979,Low
China,3128.9578443943,High
India,492.1694474866001,Low
France,2450.0435942497006,High
India,2261.5995933935,High
Germany,-760.5119299699,Low
UK,-1023.1025077534001,Low
Canada,197.2059675037999,Low
USA,1228.6893743006003,Medium
Brazil,-216.99662656469997,Low
France,3471.6234663737005,High
China,1314.4579650693004,Medium
Japan,309.555413522,Low
Japan,2718.3778330074,High
Japan,3399.4061793419005,High
USA,2056.2864650171,High
India,768.5776314667,Medium
USA,-125.80670870000003,Low
China,2236.5496185559996,High
USA,-323.88159939269985,Low
Japan,1942.9793331043002,High
UK,704.0423473706999,Medium
Japan,1886.5598436974003,Medium
France,2065.5288750187997,High
USA,1931.9316117305004,High
USA,1221.9494676585998,Medium
Germany,718.2058617426002,Medium
Germany,1562.5693026037002,Medium
Canada,-286.2267388365,Low
Japan,2738.4618135753,High
Brazil,-471.20515508489996,Low
Brazil,3000.6089032257,High
Australia,-543.9877776237998,Low
Canada,2306.6082280665,High
China,1165.1642148866001,Medium
Germany,709.2026784719001,Medium
Canada,488.3947621302,Low
UK,1796.5146916983,Medium
UK,1501.4922251662006,Medium
Canada,3040.2597824172008,High
Canada,-867.1878551659,Low
France,1817.3612258284004,Medium
Australia,-136.88461016589997,Low
Germany,837.603665934,Medium
Japan,1211.1467441480004,Medium
USA,3474.0035250600004,High
Japan,-898.9894466563999,Low
India,-298.6268422715998,Low
USA,-131.12838703289998,Low
Germany,3302.6270386935,High
Australia,45.602110029499954,Low
France,-863.2043754054998,Low
France,2380.1817532507002,High
France,-811.0585830297,Low
USA,843.1781852684999,Medium
USA,1901.054533549,Medium
China,1340.721473307,Medium
UK,1086.8935788854,Medium
India,2981.0423256657,High
USA,408.4744193145001,Low
Australia,2740.6473226522,High
USA,434.12381538530013,Low
Germany,2527.6592297294,High
Australia,1880.8605458180998,Medium
Japan,-10.92157763939997,Low
India,1071.8664925468008,Medium
Japan,2721.7026990335,High
China,2818.9186181247,High
Germany,455.73057960069997,Low
India,-296.12920829029997,Low
India,1028.3720097284001,Medium
France,2693.6063939098003,High
Japan,3469.1473158978,High
UK,1973.3452582382004,High
UK,2875.1074122332006,High
Australia,137.0292130026,Low
Brazil,-83.83863814609998,Low
Australia,629.4714367795001,Medium
USA,2147.8423162665003,High
India,728.7168658258003,Medium
UK,628.3243663274,Medium
Japan,1745.7222968501,Medium
Brazil,1014.7883133264002,Medium
Canada,3061.4614942086996,High
Brazil,2323.2698969765006,High
Australia,531.8630863926002,Low
China,1219.7970660389,Medium
UK,885.9772542795001,Medium
France,2140.0639448426004,High
Japan,1846.5769966306002,Medium
Brazil,2543.0735285668998,High
Brazil,2237.5589496409,High
Germany,907.0131924763002,Medium
USA,2155.6425673922004,High
Canada,2172.8131985888003,High
Japan,1874.6307637115003,Medium
USA,621.1627160742003,Medium
USA,1654.9746536831,Medium
Australia,382.94004999770004,Low
Japan,230.64970243610014,Low
Japan,344.9741848081003,Low
China,-122.44383254329989,Low
Australia,375.9753525662002,Low
Japan,2259.5831914366,High
Japan,451.2142927147,Low
USA,692.2459607620003,Medium
Brazil,196.83105965520008,Low
UK,1358.2505243120002,Medium
Germany,-17.29474282260003,Low
UK,466.1706392763001,Low
USA,-727.3279538930999,Low
Japan,389.40438853610016,Low
Brazil,2430.2886900706003,High
India,-343.36354879249996,Low
Australia,367.3148830673997,Low
UK,2013.8307659004,High
UK,-666.4845788979,Low
China,-474.4670187267999,Low
Japan,-313.0991799218,Low
India,1577.9694241034,Medium
Canada,2470.7023342313005,High
Australia,2308.2121714554005,High
China,3007.4785898785,High
Canada,1161.0584303351002,Medium
France,462.00817359280006,Low
Australia,1343.0337622457002,Medium
Japan,-428.1393685254999,Low
Germany,-966.9927879177,Low
China,3209.5006507976004,High
Brazil,1079.8801874737999,Medium
USA,1215.8674108168,Medium
China,2399.1215783592,High
Brazil,2581.441358888501,High
Brazil,1193.5020077158,Medium
Australia,569.2261082800999,Low
Japan,2394.9251461052,High
Australia,1920.6761016048001,High
Brazil,3158.6021958583005,High
China,-327.43962157680005,Low
China,2738.5134285699005,High
UK,2003.2939920815004,High
Australia,1098.8029256741,Medium
USA,2882.9320572973,High
USA,-1183.0230693032997,Low
Australia,-172.2296155977,Low
Brazil,3195.2021229833003,High
Germany,779.1224851372001,Medium
USA,-98.5476175021,Low
France,2737.4281731547003,High
Australia,3322.0868498294003,High
France,363.13663325460004,Low
UK,2747.7802436938005,High
USA,-685.9164579960999,Low
Australia,-524.0847678092,Low
Australia,743.1672828407004,Medium
USA,-218.04184460140004,Low
Germany,1292.0853310124,Medium
USA,1001.9271406641002,Medium
Japan,1489.7534653808002,Medium
Germany,2276.1146332495005,High
Brazil,2186.1294489597003,High
Canada,1366.3032876938003,Medium
China,2907.5102897742004,High
China,-181.24837680379983,Low
Japan,828.8842240534001,Medium
UK,178.81747359700012,Low
France,-467.3035314253001,Low
China,3235.1946876193,High
France,-810.1003433504998,Low
Japan,3291.0163466436006,High
Brazil,1045.6364391279003,Medium
France,2345.2419437183,High
France,1091.2527134983,Medium
India,-623.2241970222998,Low
Germany,190.116114395,Low
USA,105.34337056630011,Low
Japan,2555.2446588449,High
UK,2889.1998752010004,High
Japan,-542.8463770155997,Low
China,1347.0556472220005,Medium
China,1610.8367636057003,Medium
Germany,1955.0290116675005,High
Australia,1589.2055975742999,Medium
France,-190.64711489740003,Low
Japan,-329.87408970790005,Low
Canada,2108.9515600801005,High
UK,-51.80725195590003,Low
France,1937.5957430798,High
China,-970.3617459297999,Low
Brazil,2547.7430770291007,High
Australia,753.3565577377001,Medium
Australia,-294.1068759927,Low
Brazil,2776.2418736840004,High
China,1114.5271444512,Medium
UK,1610.4787343592002,Medium
Japan,1784.3655587249,Medium
Australia,1330.7383116478,Medium
Australia,-1072.9351279527998,Low
China,948.9927160506004,Medium
UK,1963.3529452173,High
USA,788.3683775918998,Medium
Brazil,597.7417979912002,Medium
India,-1117.6579996921998,Low
Japan,3413.3979299521006,High
Japan,3678.4369373588,High
France,1909.6828886249004,High
Japan,-146.1022768644001,Low
France,1615.6399478081998,Medium
Brazil,345.1697837364002,Low
China,1967.7660697188,High
Canada,75.6923328663,Low
UK,1984.8056083965005,High
Japan,1001.6825090845005,Medium
Germany,816.8876199668,Medium
Australia,1578.3550575264999,Medium
Australia,1276.9871855029,Medium
India,941.8717210382001,Medium
USA,-363.5443844056,Low
China,85.49274630349998,Low
Japan,309.37163314480017,Low
Canada,189.52711925230003,Low
Germany,585.4740211758001,Medium
UK,1191.3184762923001,Medium
UK,779.4669684301002,Medium
India,2354.6592268354,High
USA,1128.065954583,Medium
Canada,-300.4179840935001,Low
Japan,1043.6647822729,Medium
UK,-698.7548560601999,Low
India,1767.5263855900002,Medium
Brazil,2910.5300400767997,High
India,2769.1165768877004,High
France,700.7119201856999,Medium
Australia,3113.6304659972,High
Germany,-349.8416562569999,Low
UK,2853.3530194372006,High
USA,2583.7236710696006,High
USA,2618.0861179638005,High
Australia,603.5786721817001,Medium
UK,-841.7085801694,Low
China,1404.2377006469999,Medium
India,1872.0263554677,Medium
Japan,-25.15988910729982,Low
Brazil,1752.3169040087005,Medium
Germany,-1260.5092078744,Low
China,3407.2949092896006,High
India,2027.4206119967002,High
Japan,2407.4425885628007,High
Japan,1389.6352655056,Medium
Germany,-763.2360067126999,Low
Australia,573.9802296619,Low
Japan,3219.3377499407,High
Brazil,1070.3077684793002,Medium
USA,-1115.1404788261,Low
China,1867.4074183064004,Medium
UK,2506.6925801025004,High
Brazil,1129.5929276875002,Medium
UK,2211.8629535286,High
Australia,1802.7035423923003,Medium
Brazil,662.5995283494001,Medium
USA,1229.3451361104999,Medium
France,1370.3569198546004,Medium
India,1305.3709137913,Medium
France,2091.9517332683,High
China,2461.3924248603007,High
India,-1099.1607027731,Low
China,2860.9531279179,High
Japan,1355.3696769893006,Medium
Germany,2930.5003745151002,High
USA,-615.4288337499999,Low
Germany,1185.6458251946997,Medium
France,379.7714082520001,Low
UK,1082.0491093533003,Medium
UK,1031.8188481239997,Medium
Australia,1683.7123891812005,Medium
Australia,1766.9717372822006,Medium
Australia,2654.7299218468006,High
Brazil,550.6438279555002,Low
Japan,2749.585350698,High
Australia,2468.9184817696005,High
Canada,470.2141609509,Low
Canada,627.5709913173,Medium
UK,912.0414056252005,Medium
Australia,-665.3261421194001,Low
Canada,2307.3376750361,High
Brazil,2504.9346303073,High
Canada,-615.6488103916001,Low
Australia,3272.8543026523,High
Brazil,2395.0214142789,High
Australia,958.744683187,Medium
Canada,2484.1651492559004,High
India,1283.0381472599004,Medium
China,2463.6312983010002,High
France,1096.5195142128002,Medium
France,105.81371295720032,Low
Brazil,-1043.3656510447,Low
India,790.3493891447,Medium
USA,2567.0710573912,High
UK,-691.1222355733998,Low
India,2233.6477567968004,High
Australia,-746.3408802078,Low
China,1739.0419172564002,Medium
India,1383.6739608737003,Medium
Brazil,1969.8669626482001,High
France,1057.3523476879,Medium
Canada,-143.50958193619988,Low
Australia,2736.6517635895,High
China,3384.2233032412005,High
Canada,-229.4093951763,Low
Germany,1910.6423464539005,High
India,2671.6781087938007,High
Germany,721.9608575653001,Medium
Germany,3191.657211635,High
Canada,1882.7809411459,Medium
Japan,1362.6029247197,Medium
Canada,1902.6192251493,Medium
Brazil,2101.2029125185004,High
Germany,-232.14780804909992,Low
India,2604.9921882196995,High
USA,2222.5984001564,High
India,1923.8010105866001,High
India,1521.8826594117002,Medium
China,19.59457197870006,Low
Japan,2486.0284965645,High
UK,3420.7637718483006,High
USA,1165.7880152146001,Medium
UK,2302.8287381748,High
Brazil,614.7584651787,Medium
USA,-548.1387018187,Low
Germany,2386.5878303019003,High
India,-510.5370777124999,Low
Canada,38.30901365780005,Low
India,1704.5813314510003,Medium
USA,-124.85588993289997,Low
India,-890.5294772606999,Low
Japan,-485.8526049692,Low
Germany,3481.7841837269,High
UK,135.8509009728,Low
India,10.836735984499995,Low
Germany,3138.8190593833997,High
Brazil,10.244665200900045,Low
UK,2370.1072689282,High
Canada,1873.3431124320998,Medium
Japan,1349.9577160314004,Medium
Australia,375.3520049684005,Low
USA,634.1972654792003,Medium
USA,2679.8006503709,High
China,1105.5948556121,Medium
Canada,1503.9642662558006,Medium
USA,173.44443408100005,Low
Japan,383.7019868092002,Low
India,591.9293642260002,Medium
USA,874.4318573762,Medium
USA,2922.2929288467008,High
Australia,705.8988825162003,Medium
Japan,673.0813708272001,Medium
USA,-256.30309083709994,Low
Germany,3572.2955747370006,High
Brazil,-275.5506456276999,Low
UK,3346.2649540387,High
Japan,2104.4039458486004,High
UK,2345.5996579647003,High
